conversation_id,tweet_ids,created_at_list,tweet_texts,human_summary,elapsed_time
51423ed0d89ade7daac40961d054f3ee,"[1709531, 1709531, 1709534, 1709537]","{1709531: Timestamp('2017-11-07 01:40:16+0000', tz='UTC'), 1709534: Timestamp('2017-11-07 01:51:16+0000', tz='UTC'), 1709537: Timestamp('2017-11-07 00:50:06+0000', tz='UTC')}","@AmericanAir cancelled flight last night and now delayed flight tonight in CLT. Plane is @ gate and still delayed. #keepingtothebadservicerecord @AmericanAir So as I learned the original crew got into a fight with the cleaning crew.  The flight required a police report. This, ur crew delayed a whole flight over an issue that likely wasn’t an issue. #bad @158161 We see that you're now boarding with an estimated departure of 9:10p. Our apologies for the disruptions to your travels this evening.","Flight delayed due to crew fighting, the company not keeping customers updated with expected departure time. Provides an estimated departure time but only as the customer is boarding so would have that information already.",0 days 01:01:10
3485760e07a49771e073f91242ca17ea,"[779245, 779247]","{779245: Timestamp('2017-10-12 05:14:32+0000', tz='UTC'), 779247: Timestamp('2017-10-12 04:56:28+0000', tz='UTC')}","Hey! @115850 Amazon pantry order was late by 7 days so i cancelled it, but i m still being asked 2 wait 4 refund. Can u help? @AmazonHelp @306104 Apologies for the unpleasant experience. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS",Amazon pantry order was delayed by 7 days but refund is being held up. Looking into the problem.,0 days 00:18:04
7d4115d8a17e573a03addd3903a4467d,"[1306422, 1306423, 1306423, 1306423, 1306426]","{1306422: Timestamp('2017-10-27 09:50:12+0000', tz='UTC'), 1306423: Timestamp('2017-10-27 02:28:01+0000', tz='UTC'), 1306426: Timestamp('2017-10-27 10:30:28+0000', tz='UTC')}",@115850 purchased prime membership by adding gift card to pay balance . Will i eligible for rs. 250 cashback. Contact 9899955881 @AmazonHelp 24th Oct . You can check this in my account details 24th oct 2017 . Please tell me whether I am eligible for Rs. 250 cashback. @425293 Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,Customer bought prime membership with a gift card and wants to know if he is eligible for the cashback offer. Offers a link to a secure place to look into this issue.,0 days 08:02:27
b50df8ee981a32af08b95b935a85e7b1,"[2613577, 2613581, 2613584]","{2613577: Timestamp('2017-11-17 11:57:43+0000', tz='UTC'), 2613581: Timestamp('2017-11-17 15:21:28+0000', tz='UTC'), 2613584: Timestamp('2017-11-17 15:33:44+0000', tz='UTC')}","@Tesco absolutely appalled by the fact that Tesco don’t believe that 90% girls shoes and 10% boys is not sexism! Are boys not entitled to dry warm feet same as girls? If not why not?! @738870 Hi Lucinda. I'm sorry you feel this way, I appreciate your frustration. We flex our space, and range, to support customer needs and perennial trends. We manage stock to each store to ensure we are giving a balanced offer. 1/2 @Tesco So you’re saying girls needed a choice of over 10 boots &amp; 8 trainers and 10 shoes boys only need one pair of boots and no shoes or trainers? Because that’s what your advertising. It is sexism &amp; appalling of you to do this! Boys require clothes &amp; choice just as much as girls!",Customer is visibly frustrated at not getting enough variety. The agent tries to deal with the client in the best way.,0 days 03:36:01
e7246842b6e3b27eaf5a3e9675a3d8f4,"[552332, 552334, 552335]","{552332: Timestamp('2017-12-02 19:30:09+0000', tz='UTC'), 552334: Timestamp('2017-12-02 19:44:53+0000', tz='UTC'), 552335: Timestamp('2017-12-02 19:14:26+0000', tz='UTC')}","Dear @115714, your website is very jacked at the moment. Just thought you might want to know. @248786 Hey, thank you for bringing this up to our attention. What seems to be the issue? Are you experiencing any error on https://t.co/0qT1rLBLtN? -MP @sprintcare Logged into my account and trying to change plans. Keep getting error messages and the site keeps asking me to log back in/pages crashing.",The customer has a problem with the website. The agent tries to solve the problem but in the end must escalate it to a higher level.,0 days 00:30:27
3f775aa4af209aeb2dd831581df6085f,"[2904108, 2904108, 2904110, 2904111]","{2904108: Timestamp('2017-11-28 19:00:34+0000', tz='UTC'), 2904110: Timestamp('2017-11-28 17:18:15+0000', tz='UTC'), 2904111: Timestamp('2017-11-28 23:56:20+0000', tz='UTC')}","@British_Airways how long is it before you contact someone who's  taken my bag by mistake. I've got a lost luggage ref number. Got told today that a similar bag got left so that's who probably has mine. I've got the majority of my clothes in it and want them back asap. @804290 We're sorry, Dan. If we delivered your bag to the carousel and someone else picked it up we're not responsible for contacting them on your behalf. However, if there's been a bag left behind we'll do all we can to get in touch with that customer for them to retrieve it. ^Julie @804290 Hi Dan, I can appreciate your frustration. Unfortunately, we're unable to do anything until your bag has been returned, as you already know. You could contact the police and report your bag as stolen, or file a lost bag claim with your travel insurance company. ^Linds","Someone else has taken their bag after a flight and left their own similar case and wants to know when BA will contact the customer, also asks when they can make an insurance claim. Says that BA will not take any steps to contact the person to return the mistaken bag and that the customer could contact the police and report their bag stolen.",0 days 06:38:05
85a21f70bdfbab50e06bbb7c9382a5f0,"[863882, 863886]","{863882: Timestamp('2017-10-20 17:36:17+0000', tz='UTC'), 863886: Timestamp('2017-10-20 18:05:01+0000', tz='UTC')}",@AmazonHelp Money was taken from my debit card for services I’ve never even used or received and now my money was put on another card? Yea ok @325154 I'm so sorry for the poor experience. We'd like another chance to look into it with you via phone: https://t.co/hApLpMlfHN ^WJ,Customer is complaining about the money deducted from his/her card. Agent stated that they will connect through phone and resolve the issue.,0 days 00:28:44
18fde5ce603781032fbb6321c244492b,"[1208994, 1208995]","{1208994: Timestamp('2017-10-25 11:16:33+0000', tz='UTC'), 1208995: Timestamp('2017-10-25 11:42:34+0000', tz='UTC')}","@AzureSupport https://t.co/2jHsaePBcF Is this the right link? Can you see my question with the title ""How to configure VPN Gateway in my virtual net of"" ? @283906 Got it, thanks. We have flagged these details with our team and someone will be in touch through the forum. ^FC",Needs instructions on how to configure the vpn gateway. Someone will respond through the forum.,0 days 00:26:01
ceb319ebaf53237f3c62e2ddc394a1f6,"[1352550, 1352552]","{1352550: Timestamp('2017-10-16 14:00:16+0000', tz='UTC'), 1352552: Timestamp('2017-10-16 10:06:50+0000', tz='UTC')}","Really wish @marksandspencer had more vegetarian options in their meal deals. Getting tired of only having one choice or none at all. @435421 We're limited by stock availability as to what we include in our promotions, but our team are looking into this. Thanks.",The client has many questions. The agent answers all questions even if they are not problems to solve.,0 days 03:53:26
1afb2f6d4668d5b1c70e531840c1633d,"[1464367, 1464370, 1464371, 1464372]","{1464367: Timestamp('2017-11-03 05:12:34+0000', tz='UTC'), 1464370: Timestamp('2017-11-02 17:05:11+0000', tz='UTC'), 1464371: Timestamp('2017-11-03 14:08:31+0000', tz='UTC'), 1464372: Timestamp('2017-11-02 17:03:40+0000', tz='UTC')}","@AppleSupport @115858 You’re gonna make everybody hard reset their phone because of your flawed update? It’s the worst yet. @AppleSupport @115858 Not being able to reply to a text without closing messages and reopening it.... @AppleSupport Please see my pictures in the original tweet. Also. My phone keeps freezing. @459691 Thanks for keeping us updated. Are you running iOS 11.1? Meet us over in DM with more details, and we’ll work there. https://t.co/GDrqU22YpT",Update to the phone means customer cannot reply to messages without first closing them and the apple store he went to couldn't solve it and recommended a hard reset. Offers to take the issue into DM to work with the customer to solve the problem.,0 days 21:04:51
ffd29b593b54262ff9638919b972feff,"[1441700, 1441703, 1441706, 1441710]","{1441700: Timestamp('2017-11-02 12:21:48+0000', tz='UTC'), 1441703: Timestamp('2017-11-02 12:30:11+0000', tz='UTC'), 1441706: Timestamp('2017-11-02 12:37:32+0000', tz='UTC'), 1441710: Timestamp('2017-11-02 10:51:39+0000', tz='UTC')}","@sainsburys bought a celcus tv from your Finchley store last year in December and it stopped working yesterday - can you repair it or change @454496 Can you confirm did you pay cash or card for the telvision? We accept credit/debit card statements as a proof of purchase. Steven @sainsburys Actually, I just checked my bank statements and I bought the tv in January 2017 and not dec 2016 and paid for it by card - £175 @454496 We would use the bank statements transaction ID to match our till receipts. If you return the television with your credit/debit card...1/2",Customer is asking to repair or change the television which is not working. Agent updated to return the television with their credit/debit card.,0 days 01:45:53
3bf3833589c6ca5790255a483c2b2a14,"[1453646, 1453647, 1453649]","{1453646: Timestamp('2017-11-04 14:52:56+0000', tz='UTC'), 1453647: Timestamp('2017-11-02 13:53:58+0000', tz='UTC'), 1453649: Timestamp('2017-10-31 01:45:49+0000', tz='UTC')}","@DellCares any idea why this happened to my laptop https://t.co/T053bbUOZl @DellCares I turned the pc off when it had the flickering issue, then turned it on again and now I no longer have the issue. @123518 Since the issue is not reoccurring, we will archive this case for now. Please reach out to us at your convenience and (1)","Customer is asking about the PC flickering and turned off issue. Agent stated that due to reoccuring of issue, they will archive the case.",4 days 13:07:07
c545b20ca76e7a441f36b9481a2216bd,"[1519523, 1519524, 1519530]","{1519523: Timestamp('2017-11-03 16:37:51+0000', tz='UTC'), 1519524: Timestamp('2017-11-03 16:53:11+0000', tz='UTC'), 1519530: Timestamp('2017-11-07 10:28:57+0000', tz='UTC')}","@O2 advertising you have the iPhone x, yet you have none to supply your customers, shambles and time to move to a new supplier @472429 Wait times can vary depending on the time you ordered &amp; the colour and size chosen. We'll get it out to you as soon as we can 👍 @472429 Your expected delivery date is the 20th Dec but if we can get it to you sooner we will. We'll drop you a text when it's ready.",Pre ordered the iPhone x but there are none available. Explains availability depends on exact model chosen and advises for this customer delivery date is 20th Dec.,3 days 17:51:06
b7fe5aeaa21cb8ba4620572560303e8a,"[428153, 428162, 428164]","{428153: Timestamp('2017-10-10 13:16:57+0000', tz='UTC'), 428162: Timestamp('2017-10-11 20:23:29+0000', tz='UTC'), 428164: Timestamp('2017-10-08 16:23:43+0000', tz='UTC')}",.@116035 if an ATM doesn't work because of suspicious activity out of your normal withdrawl zone why does it take $ out ur act???? @216832 Please use link below to send your full name/ZIP/phone/account type and we’ll follow up with you. ^mm @216832 I called back and left a message. Please let us know when is good time to call you. ^kc,Customer is asking about the denied transaction at the ATM he faced. Agent is requesting to know the right time to call the customer.,3 days 03:59:46
0678620dd8e83e596a4abadafaa0d287,"[644545, 644547, 644548, 644551]","{644545: Timestamp('2017-11-16 21:19:06+0000', tz='UTC'), 644547: Timestamp('2017-11-17 00:49:00+0000', tz='UTC'), 644548: Timestamp('2017-11-16 12:10:26+0000', tz='UTC'), 644551: Timestamp('2017-11-15 21:25:41+0000', tz='UTC')}","My touchpad stopped working after #FallCreatorsUpdate, and it is so persistent despite everything I tried including downloading vendor drivers, Synaptics drivers, all kinds of drivers. Still yellow exclamation mark. @MicrosoftHelps @272980 Let’s sort the touchpad issue by performing a clean boot, here’s how: https://t.co/hHv0WeY0ay. Let us know if you need further help. @MicrosoftHelps I performed a clean boot, tried installing vendor provided drivers, drivers downloaded from Synaptic website, Windows drivers (""I have a diskette"") None worked. Any other suggestions? I am using an HP notebook. @272980 Got it. For in-depth troubleshooting in resolving this issue, let's seek the help of our Answer Desk team. Contact them here: https://t.co/Wx596vGgdU. Kindly secure a service request number for reference.",Customer enquired that Touch pad is not working after Fall creator update. Agent updated to contact Answer Desk Team for resolving the issue.,1 days 03:23:19
3c0b23aa8c845ef968f765933f607227,"[468088, 468096]","{468088: Timestamp('2017-11-29 09:57:27+0000', tz='UTC'), 468096: Timestamp('2017-11-28 23:03:47+0000', tz='UTC')}",@MicrosoftHelps For the love of GOD what has your last update done to Word?? My fellow editors all notice the problems: lagging and freezing being the biggest ones. @226461 Let's get that resolved. You may check this article that may help you repair an Office application:https://t.co/FSPkrw0XpO. Let us know if it helps.,Word freezing after a Microsoft update. A link to repairing an office application.,0 days 10:53:40
d370b1e57be01797211b2f13751c2238,"[696292, 696295]","{696292: Timestamp('2017-11-23 18:57:09+0000', tz='UTC'), 696295: Timestamp('2017-11-23 12:58:11+0000', tz='UTC')}",@marksandspencer when you get an email to say your order is ready and waiting 😁 then get told to go away because it is 11.45am and you can’t have it until 12pm 😡 said I could wait but was told it still may not be ready..... 😳 @286137 Which store were you collecting from and did you manage to get your order before you let? 2/2,Customer arrived fifteen minutes early to pick up a package and was told it was unknown when the package would be ready for pick up. Agent asked which store gave the poor service and did the customer ever receive his package.,0 days 05:58:58
60fe8ec2badf091295ea5354954cb86a,"[147454, 147456, 147457, 147458]","{147454: Timestamp('2017-11-16 05:52:05+0000', tz='UTC'), 147456: Timestamp('2017-10-25 22:12:57+0000', tz='UTC'), 147457: Timestamp('2017-10-25 22:50:17+0000', tz='UTC'), 147458: Timestamp('2017-10-25 00:37:00+0000', tz='UTC')}","Hey @hulu_support, why are there episodes of @15710 season 7 missing? @149515 Episode 2 is unavailable at this time, but we've reached out to see if it may be possible to re-add it! @hulu_support Thank you for the response. Any idea on when it might be added?? @149515 Sorry--still no updates quite yet, but we'll continue sharing the interest in seeing it re-added for the future!",Customer enquired about the episodes of season 7 missing. Agent updated that episode 7 will try to checkout to re-add for the future.,22 days 05:15:05
11d64ad14007d0f26b628b3a2033d6ab,"[529100, 529101]","{529100: Timestamp('2017-11-29 18:48:31+0000', tz='UTC'), 529101: Timestamp('2017-11-29 18:28:20+0000', tz='UTC')}","@AmazonHelp No update weather product get cancelled or it will get deliver.its always taking time to get in touch with customer care.its to frustrating.@115850 @242510 As informed earlier, we cannot access your account/order details from social media. Also, I'm sorry to know you aren't able to connect to our support team. Please try arranging a call from us here: https://t.co/TK4yevTaND. ^NR",An item was attempted to be delivered but Amazon said refused delivery and customer wants to know if it will be redelivred. No order details can be accessed on social media.,0 days 00:20:11
3dbb4ef85f10c40f9cbbae3e4394ea83,"[423650, 423652, 423653, 423657]","{423650: Timestamp('2017-10-09 21:14:00+0000', tz='UTC'), 423652: Timestamp('2017-10-10 13:25:46+0000', tz='UTC'), 423653: Timestamp('2017-10-10 13:34:40+0000', tz='UTC'), 423657: Timestamp('2017-10-10 13:53:52+0000', tz='UTC')}","@GloCare Eleweran area of Abeokuta, Ogun State isn't enjoying this Gr8 network, especially Ogun State Police headquarters. What can be done? @GloCare The browsing and downloading speed in Eleweran area is very slow compared to Ibara area, Ibadan, Ijebu-ode and Lagos. @215859 Kindly select 3G only network; not Auto, on your device setting for better connection. Revert if issue persist.  TT @215859 Please select WCDMA only on it and revert with your experience.  TT",Downloading speed is very slow in the Eleweran area. Tells customer to select £G (which customer doesn't see in list) same with WCDMA setting.,0 days 16:39:52
69960fc2878b6ef8328ca87e2a2e80ef,"[877268, 877271]","{877268: Timestamp('2017-10-20 16:35:18+0000', tz='UTC'), 877271: Timestamp('2017-10-21 00:28:49+0000', tz='UTC')}","Getting a #BSOD when installing the latest win10 update on my @128786 Laptop https://t.co/R4O2qT3KYS @299162 Got it. To resolve a blue screen error, check this link: https://t.co/kvolOMZR1g. Keep us posted.",Win10 updated caused a BSOD error on laptop. Provided a link to resolve the blue screen error - and it worked!,0 days 07:53:31
ea76ce5bc441a52e98141dc4eda6f691,"[1609579, 1609580, 1609587]","{1609579: Timestamp('2017-11-05 10:40:24+0000', tz='UTC'), 1609580: Timestamp('2017-11-05 10:20:29+0000', tz='UTC'), 1609587: Timestamp('2017-11-05 11:38:57+0000', tz='UTC')}","@115830 @AmazonHelp are you ever gonna deliver my COD WW2 only pre ordered it in June!!! @AmazonHelp Friday which was the release date @494154 Orders can ship the day of delivery and still arrive on time. Please keep us posted, we want to help any way we can, Andrew! ^KN","COD WWII was pre-ordered to arrive on day of release but had not arrived. Items can be sent same day (but it didn't arrive, useless help so hard to put a good response in here).",0 days 01:18:28
373afaea00a355858b81cce36b3d21ba,"[2274496, 2274500]","{2274496: Timestamp('2017-11-10 12:01:44+0000', tz='UTC'), 2274500: Timestamp('2017-11-17 01:07:16+0000', tz='UTC')}","@AirAsiaSupport
I accidentaly put a wrong title for my niece name. Instead of MS. i put MR. Is it gonna be a problem because our booking is already confirmed @661578 We’ve amend accordingly. Please check your mailbox for the revised itinerary. Thanks-Sha",Customer identified niece as a male in error. Agent has corrected nieces title to female.,6 days 13:05:32
31afa12fd8fcd993ceff258af2ce5a36,"[851508, 851509, 851510, 851511]","{851508: Timestamp('2017-11-03 17:25:38+0000', tz='UTC'), 851509: Timestamp('2017-11-03 17:24:45+0000', tz='UTC'), 851510: Timestamp('2017-11-03 17:15:38+0000', tz='UTC'), 851511: Timestamp('2017-11-03 17:13:45+0000', tz='UTC')}","@AzureSupport Is there a similar console available for v7 Image Search API? (2) @322271 We recommend filing a free billing support case here: https://t.co/heO4tfFVts. Feel free to keep us updated.  2 ^PB @AzureSupport Thanks! I created a support request.Is Image Search v5 API still supported?My v5 image service that I had added to Dashboard is missing @322271 Honestly, I can't find a definitive answer to this other than there is still a pricing page for it. May be able to roll back. ^PB",V5 had an image service which is missing from the dashboard on V7. Can't find an answer but billing dept may be able to help.,0 days 00:11:53
ed9979736776815039160045d7ef37dd,"[498048, 498049, 498051]","{498048: Timestamp('2017-12-01 19:02:34+0000', tz='UTC'), 498049: Timestamp('2017-12-01 19:02:46+0000', tz='UTC'), 498051: Timestamp('2017-12-01 19:09:39+0000', tz='UTC')}",@AskPlayStation it didnt go away so i just had to delete some games but i really didnt wat to do it but thanks anyway @AskPlayStation even though i had 25gb free @233877  Do you see any kind of error message or error code?,He have a problem. Ask for erro to solve the problem.,0 days 00:07:05
